Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,26958,-,-,-,19.61,-155.5,-10,2318,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Min efficiency,0.08,Mean efficiency,0.1,max efficiency,0.12,,Solar panel area (m^2),72,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag,INPUT,Min Instantaneous Power (W),Mean Instantaneous Power (W),Max Instantaneous Power (W),,,,,,,,,,,,,,,,,,,,,
2015,4,24,4,0,0,0,0,0,0,0,7,12.66317139,18.94680176,933.1998901,90.92739868,116.9082654,16.98881149,107.301712,2.722341061,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,24,4,30,0,0,0,0,0,0,4,12.54003296,18.88762817,933.2652588,90.83654022,110.4788893,16.72476387,107.301712,2.731014252,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,24,5,0,0,0,0,0,0,0,7,12.41567383,18.82848511,933.3306885,90.74378967,103.8805361,16.46071434,104.4483337,2.739687681,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,24,5,30,0,0,0,0,0,0,4,11.93822632,18.87438354,933.5543213,90.01966095,97.15494857,16.23006058,104.4483337,2.767582893,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,24,6,0,0,0,0,0,0,0,4,11.4598938,18.9203125,933.7779541,89.29869843,90.32757691,15.99940491,102.2690887,2.795478106,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,24,6,30,38,236,66,35,358,76,7,10.15758667,19.16948853,933.9394531,87.19741821,83.43398408,15.78490067,102.2690887,2.841397047,4,,1359.36,1699.2,2039.04,,,,,,,,,,,,,,,,,,,,,
2015,4,24,7,0,67,413,164,56,576,190,8,8.858728027,19.41869507,934.1010132,85.14196014,76.47988306,15.57039642,100.8970261,2.887315989,0,,2378.88,2973.6,3568.32,,,,,,,,,,,,,,,,,,,,,
2015,4,24,7,30,141,176,203,69,703,316,8,7.740563965,20.07988892,934.2355957,82.85134125,69.48156987,15.39393806,100.8970261,2.950994015,0,,1013.76,1267.2,1520.64,,,,,,,,,,,,,,,,,,,,,
2015,4,24,8,0,169,389,349,79,784,442,8,6.627862549,20.74111328,934.3701172,80.625,62.45065749,15.21747971,100.4983215,3.014672279,0,,2240.64,2800.8,3360.96,,,,,,,,,,,,,,,,,,,,,
2015,4,24,8,30,213,429,457,87,841,565,8,5.781915283,21.18435059,934.4708252,79.03969574,55.39742086,15.13576126,100.4983215,3.011250973,0,,2471.04,3088.8,3706.56,,,,,,,,,,,,,,,,,,,,,
